,path,duration,dataset,emotion
6761,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-06-01-01-02-03.wav,3.837,RAVDESS,fear
6762,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-06-01-01-01-03.wav,3.737,RAVDESS,fear
6763,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-05-02-01-01-03.wav,4.404,RAVDESS,angry
6764,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-04-02-02-01-03.wav,3.47,RAVDESS,sad
6765,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-05-01-02-01-03.wav,3.804,RAVDESS,angry
6766,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-05-02-02-01-03.wav,4.238,RAVDESS,angry
6767,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-04-02-01-02-03.wav,3.837,RAVDESS,sad
6768,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-05-02-01-02-03.wav,4.404,RAVDESS,angry
6769,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-06-01-02-01-03.wav,3.503,RAVDESS,fear
6770,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-05-01-01-02-03.wav,4.071,RAVDESS,angry
6771,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-06-02-02-01-03.wav,3.303,RAVDESS,fear
6772,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-05-02-02-02-03.wav,4.505,RAVDESS,angry
6773,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-05-01-02-02-03.wav,3.837,RAVDESS,angry
6774,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-04-02-02-02-03.wav,3.704,RAVDESS,sad
6775,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-05-01-01-01-03.wav,4.004,RAVDESS,angry
6776,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-06-02-01-01-03.wav,3.303,RAVDESS,fear
6777,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-06-02-01-02-03.wav,3.904,RAVDESS,fear
6778,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-06-01-02-02-03.wav,3.203,RAVDESS,fear
6779,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-08-02-01-01-03.wav,3.27,RAVDESS,surprise
6780,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-08-02-02-01-03.wav,3.503,RAVDESS,surprise
6781,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-07-02-02-01-03.wav,3.837,RAVDESS,disgust
6782,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-07-01-02-01-03.wav,3.604,RAVDESS,disgust
6783,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-08-02-02-02-03.wav,3.237,RAVDESS,surprise
6784,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-08-01-01-02-03.wav,3.37,RAVDESS,surprise
6785,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-06-02-02-02-03.wav,3.437,RAVDESS,fear
6786,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-08-01-02-01-03.wav,3.203,RAVDESS,surprise
6787,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-07-01-01-02-03.wav,3.971,RAVDESS,disgust
6788,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-08-01-01-01-03.wav,3.237,RAVDESS,surprise
6789,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-08-02-01-02-03.wav,3.604,RAVDESS,surprise
6790,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-07-01-01-01-03.wav,4.037,RAVDESS,disgust
6791,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-08-01-02-02-03.wav,3.57,RAVDESS,surprise
6792,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-07-01-02-02-03.wav,3.77,RAVDESS,disgust
6793,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-07-02-01-02-03.wav,4.104,RAVDESS,disgust
6794,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-07-02-02-02-03.wav,3.937,RAVDESS,disgust
6795,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_03/03-01-07-02-01-01-03.wav,4.104,RAVDESS,disgust
6796,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-01-01-01-01-05.wav,3.604,RAVDESS,neutral
6797,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-01-01-02-02-05.wav,3.604,RAVDESS,neutral
6798,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-01-01-02-01-05.wav,3.103,RAVDESS,neutral
6799,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-01-01-01-02-05.wav,3.637,RAVDESS,neutral
6800,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-03-01-02-01-05.wav,3.37,RAVDESS,happy
6801,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-03-02-01-02-05.wav,3.871,RAVDESS,happy
6802,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-03-01-01-02-05.wav,3.237,RAVDESS,happy
6803,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-03-01-02-02-05.wav,3.77,RAVDESS,happy
6804,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-03-02-02-02-05.wav,3.403,RAVDESS,happy
6805,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-03-02-02-01-05.wav,3.604,RAVDESS,happy
6806,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-03-02-01-01-05.wav,4.137,RAVDESS,happy
6807,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-03-01-01-01-05.wav,4.004,RAVDESS,happy
6808,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-04-01-02-01-05.wav,3.103,RAVDESS,sad
6809,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-04-01-01-02-05.wav,3.637,RAVDESS,sad
6810,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-05-01-02-01-05.wav,4.071,RAVDESS,angry
6811,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-04-02-02-01-05.wav,3.27,RAVDESS,sad
6812,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-04-01-01-01-05.wav,3.27,RAVDESS,sad
6813,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-05-01-01-01-05.wav,3.871,RAVDESS,angry
6814,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-04-01-02-02-05.wav,3.704,RAVDESS,sad
6815,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-04-02-01-01-05.wav,3.537,RAVDESS,sad
6816,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-04-02-01-02-05.wav,3.27,RAVDESS,sad
6817,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-04-02-02-02-05.wav,3.136,RAVDESS,sad
6818,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-05-01-02-02-05.wav,4.404,RAVDESS,angry
6819,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-05-01-01-02-05.wav,3.804,RAVDESS,angry
6820,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-06-01-01-01-05.wav,3.136,RAVDESS,fear
6821,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-07-01-01-02-05.wav,4.104,RAVDESS,disgust
6822,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-06-02-01-02-05.wav,3.57,RAVDESS,fear
6823,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-06-01-02-01-05.wav,3.136,RAVDESS,fear
6824,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-06-01-02-02-05.wav,3.07,RAVDESS,fear
6825,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-06-02-02-02-05.wav,3.103,RAVDESS,fear
6826,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-07-01-01-01-05.wav,4.338,RAVDESS,disgust
6827,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-06-02-02-01-05.wav,3.237,RAVDESS,fear
6828,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-05-02-02-02-05.wav,3.637,RAVDESS,angry
6829,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-05-02-01-01-05.wav,3.403,RAVDESS,angry
6830,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-05-02-02-01-05.wav,3.637,RAVDESS,angry
6831,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-06-01-01-02-05.wav,3.37,RAVDESS,fear
6832,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-07-01-02-01-05.wav,3.904,RAVDESS,disgust
6833,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-06-02-01-01-05.wav,3.237,RAVDESS,fear
6834,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-05-02-01-02-05.wav,3.57,RAVDESS,angry
6835,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-07-02-02-01-05.wav,4.271,RAVDESS,disgust
6836,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-08-01-02-02-05.wav,3.704,RAVDESS,surprise
6837,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-08-01-02-01-05.wav,3.07,RAVDESS,surprise
6838,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-07-02-02-02-05.wav,4.538,RAVDESS,disgust
6839,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-07-01-02-02-05.wav,3.737,RAVDESS,disgust
6840,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-08-01-01-01-05.wav,3.737,RAVDESS,surprise
6841,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-07-02-01-01-05.wav,4.338,RAVDESS,disgust
6842,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-08-01-01-02-05.wav,3.67,RAVDESS,surprise
6843,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-08-02-02-01-05.wav,3.67,RAVDESS,surprise
6844,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-08-02-02-02-05.wav,3.537,RAVDESS,surprise
6845,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-08-02-01-02-05.wav,4.104,RAVDESS,surprise
6846,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-07-02-01-02-05.wav,3.904,RAVDESS,disgust
6847,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/RAVDESS/Actor_05/03-01-08-02-01-01-05.wav,4.137,RAVDESS,surprise
6848,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d15.wav,5.334,SAVEE,disgust
6849,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a07.wav,1.877,SAVEE,angry
6850,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d11.wav,3.17,SAVEE,disgust
6851,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a09.wav,3.317,SAVEE,angry
6852,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d02.wav,2.803,SAVEE,disgust
6853,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a08.wav,3.129,SAVEE,angry
6854,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d05.wav,2.919,SAVEE,disgust
6855,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d10.wav,3.434,SAVEE,disgust
6856,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d12.wav,2.314,SAVEE,disgust
6857,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f02.wav,2.672,SAVEE,fear
6858,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a14.wav,4.846,SAVEE,angry
6859,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d04.wav,3.41,SAVEE,disgust
6860,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a10.wav,3.817,SAVEE,angry
6861,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d06.wav,2.799,SAVEE,disgust
6862,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a06.wav,3.046,SAVEE,angry
6863,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a05.wav,2.998,SAVEE,angry
6864,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a12.wav,3.086,SAVEE,angry
6865,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f01.wav,3.937,SAVEE,fear
6866,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a01.wav,3.962,SAVEE,angry
6867,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a04.wav,2.767,SAVEE,angry
6868,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d07.wav,1.905,SAVEE,disgust
6869,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d01.wav,3.786,SAVEE,disgust
6870,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a02.wav,2.474,SAVEE,angry
6871,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a11.wav,2.411,SAVEE,angry
6872,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a13.wav,4.581,SAVEE,angry
6873,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d14.wav,4.533,SAVEE,disgust
6874,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f05.wav,3.276,SAVEE,fear
6875,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d08.wav,3.29,SAVEE,disgust
6876,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a15.wav,4.002,SAVEE,angry
6877,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/a03.wav,1.761,SAVEE,angry
6878,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f04.wav,2.874,SAVEE,fear
6879,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d09.wav,3.867,SAVEE,disgust
6880,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d13.wav,4.375,SAVEE,disgust
6881,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f03.wav,1.81,SAVEE,fear
6882,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/d03.wav,1.85,SAVEE,disgust
6883,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n03.wav,1.653,SAVEE,neutral
6884,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h04.wav,2.69,SAVEE,happy
6885,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h15.wav,5.349,SAVEE,happy
6886,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n06.wav,3.292,SAVEE,neutral
6887,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n04.wav,3.025,SAVEE,neutral
6888,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f06.wav,2.554,SAVEE,fear
6889,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n05.wav,2.605,SAVEE,neutral
6890,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f12.wav,4.633,SAVEE,fear
6891,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f07.wav,3.185,SAVEE,fear
6892,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n07.wav,3.815,SAVEE,neutral
6893,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n01.wav,3.585,SAVEE,neutral
6894,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n10.wav,3.446,SAVEE,neutral
6895,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h01.wav,3.605,SAVEE,happy
6896,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h06.wav,3.086,SAVEE,happy
6897,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f13.wav,2.521,SAVEE,fear
6898,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f09.wav,3.357,SAVEE,fear
6899,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h12.wav,4.85,SAVEE,happy
6900,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f11.wav,4.413,SAVEE,fear
6901,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f14.wav,3.971,SAVEE,fear
6902,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h14.wav,4.636,SAVEE,happy
6903,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h10.wav,2.771,SAVEE,happy
6904,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n08.wav,3.231,SAVEE,neutral
6905,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h13.wav,2.318,SAVEE,happy
6906,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h02.wav,2.403,SAVEE,happy
6907,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f15.wav,4.791,SAVEE,fear
6908,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h09.wav,3.057,SAVEE,happy
6909,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f08.wav,3.931,SAVEE,fear
6910,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/f10.wav,2.382,SAVEE,fear
6911,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h05.wav,3.376,SAVEE,happy
6912,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h03.wav,1.631,SAVEE,happy
6913,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n02.wav,2.521,SAVEE,neutral
6914,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h07.wav,2.943,SAVEE,happy
6915,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n09.wav,3.354,SAVEE,neutral
6916,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h11.wav,5.528,SAVEE,happy
6917,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/h08.wav,2.114,SAVEE,happy
6918,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n25.wav,3.155,SAVEE,neutral
6919,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa12.wav,4.504,SAVEE,sad
6920,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa06.wav,3.499,SAVEE,sad
6921,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n16.wav,3.826,SAVEE,neutral
6922,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n11.wav,5.451,SAVEE,neutral
6923,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa04.wav,4.729,SAVEE,sad
6924,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n20.wav,2.812,SAVEE,neutral
6925,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa02.wav,2.707,SAVEE,sad
6926,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n17.wav,2.609,SAVEE,neutral
6927,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n27.wav,4.109,SAVEE,neutral
6928,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa15.wav,5.24,SAVEE,sad
6929,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n28.wav,3.857,SAVEE,neutral
6930,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa14.wav,5.106,SAVEE,sad
6931,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n26.wav,2.432,SAVEE,neutral
6932,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n18.wav,1.855,SAVEE,neutral
6933,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n13.wav,2.432,SAVEE,neutral
6934,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n24.wav,3.01,SAVEE,neutral
6935,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa05.wav,4.302,SAVEE,sad
6936,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n19.wav,2.812,SAVEE,neutral
6937,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa01.wav,3.789,SAVEE,sad
6938,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa08.wav,2.703,SAVEE,sad
6939,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa13.wav,5.0,SAVEE,sad
6940,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa09.wav,2.589,SAVEE,sad
6941,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n12.wav,2.6,SAVEE,neutral
6942,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n15.wav,4.235,SAVEE,neutral
6943,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n29.wav,2.775,SAVEE,neutral
6944,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa07.wav,2.219,SAVEE,sad
6945,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa10.wav,4.154,SAVEE,sad
6946,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa11.wav,5.532,SAVEE,sad
6947,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n21.wav,3.3,SAVEE,neutral
6948,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n23.wav,2.634,SAVEE,neutral
6949,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n30.wav,3.555,SAVEE,neutral
6950,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/sa03.wav,1.766,SAVEE,sad
6951,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n22.wav,2.46,SAVEE,neutral
6952,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/n14.wav,5.031,SAVEE,neutral
6953,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/su12.wav,3.904,SAVEE,surprise
6954,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/su10.wav,3.018,SAVEE,surprise
6955,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/su08.wav,3.498,SAVEE,surprise
6956,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/su14.wav,5.268,SAVEE,surprise
6957,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/su13.wav,3.532,SAVEE,surprise
6958,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/SAVEE/AudioData/KL/su04.wav,2.862,SAVEE,surprise
